KEYWORD ,SIMILARITY % ,MONTHLY SEARCHES ,COMPETITION ,CPC
weather+leeds,0%,0,0,0
weather+locker,0%,0,0,0
weather+louisville ky,0%,0,0,0
weather+lincoln ne,0%,0,0,0
weather+london ontario,0%,0,0,0
weather+las vegas nv,0%,0,0,0
weather+m,0%,0,0,0
weather+montreal,0%,0,0,0
weather+melbourne,0%,0,0,0
weather+mashhad,0%,0,0,0
weather+minneapolis mn,0%,0,0,0
weather+monterey+discussion,0%,0,0,0
weather+macclesfield+yahoo,0%,0,0,0
weather+malvern,0%,0,0,0
weather+miami,0%,0,0,0
weather+maldives,0%,110,0.041124231404959,0
weather+malaga,0%,0,0,0
weather+n,0%,0,0,0
weather+new york,0%,1900,0.077510512618637,370657
weather+nz,0%,0,0,0
weather+network,0%,0,0,0
weather+new orleans,0%,0,0,0
weather+newark,0%,0,0,0
weather+nashville,0%,0,0,0
weather+new zealand,0%,210,0.09558998255435,426674
weather new york city,0%,0,0,0
weather nottingham,0%,0,0,0
weather ny,0%,0,0,0
weather+o,0%,0,0,0
weather+ottawa,0%,0,0,0
weather+orlando fl,0%,0,0,0
weather+oxford,0%,210,0.016697335934028,0
weather orlando,0%,0,0,0
weather of london,0%,0,0,0
weather of new york,0%,0,0,0
weather of paris,0%,0,0,0
weather of the world,0%,0,0,0
weather of sydney,0%,0,0,0
weather of toronto,0%,0,0,0
weather+p,0%,0,0,0
weather+philadelphia,0%,0,0,0
weather+puerto+vallarta,0%,0,0,0
weather+paris,0%,0,0,0
weather+portland,0%,0,0,0
weather+phoenix,0%,0,0,0
weather+pittsburgh,0%,0,0,0
weatherpro,0%,6600,0.02421151920102,53303
weather prague,0%,1300,0.017864314803548,0
weather perth,0%,0,0,0
weather phuket,0%,110,0.040718118408561,0
weather+q,0%,0,0,0
weather queenstown,0%,20,0,0
weather quebec,0%,30,0.059668284233534,0
weather queensland,0%,10,0.034121212121212,40726
weather quotes,0%,0,0,0
weather quito,0%,20,0,0
weather qingdao,0%,20,0,0
weather qatar,0%,0,0,0
weather quesnel,0%,0,0,0
weather quincy il,0%,0,0,0
weather qualicum beach,0%,0,0,0
weather+r,0%,0,0,0
weather+rome,0%,0,0,0
weather+radar,0%,0,0,0
weather+rossland,0%,0,0,0
weather+rasht,0%,0,0,0
weather report,0%,0,0,0
weather rochester ny,0%,0,0,0
weather richmond va,0%,0,0,0
weather raleigh nc,0%,0,0,0
weather radar live,0%,0,0,0
weather radar brisbane,0%,0,0,0
weather+s,0%,0,0,0
weather+san francisco,0%,0,0,0
weather+sydney,0%,0,0,0
weather+southampton,0%,0,0,0
weather+shiraz,0%,0,0,0
weather+skopje,0%,0,0,0
weather+san antonio,0%,0,0,0
weather+san diego,0%,0,0,0
weather+surrey,0%,0,0,0
weather+seattle,0%,0,0,0
weather+steyning+5 day forecast,0%,0,0,0
weather+t,0%,0,0,0
weather+toronto,0%,0,0,0
weather+tehran,0%,0,0,0
weather+tabriz,0%,0,0,0
weather+tampa,0%,0,0,0
weather+tenerife,0%,0,0,0
weather to london,0%,0,0,0
weather to,0%,0,0,0
weather to new york,0%,0,0,0
weather the world,0%,0,0,0
weather to paris,0%,0,0,0
weather+u,0%,0,0,0
weather+uk,0%,0,0,0
weather+usa,0%,720,0.054640781131243,266933
weather+underground,0%,0,0,0
weather under,0%,0,0,0
weather umbrella,0%,0,0,0
weather us,0%,140,0.041833810888252,76727
weather utah,0%,0,0,0
weather underground tropical,0%,0,0,0
weather usa map,0%,40,0.091851983632806,40358
weather uk bbc,0%,0,0,0
weather+v,0%,0,0,0
weather+vancouver,0%,0,0,0
weather vienna,0%,720,0.0041161926853713,17761
weather venice,0%,390,0.020584684866262,0
weather victoria bc,0%,0,0,0
weather valencia,0%,170,0.0042846713065147,0
weather vietnam,0%,70,0.066938210131927,0
weather virginia beach,0%,0,0,0
weather virginia,0%,0,0,0
weather vermont,0%,0,0,0
weather venice beach,0%,0,0,0
weather+w,0%,0,0,0
weather+washington dc,0%,0,0,0
weather+wamberal,0%,0,0,0
weather+west chester pa,0%,0,0,0
weather+waterloo,0%,0,0,0
weather world,0%,0,0,0
weather weather,0%,0,0,0
weather weather underground,0%,0,0,0
weather weather forecast,0%,0,0,0
weather weather london,0%,0,0,0
weather weather in paris,0%,0,0,0
weather+x,0%,0,0,0
weather xxl,0%,40,0.26335478680611,0
weather xml,0%,10,0.05475935828877,0
weather xian,0%,10,0.013372093023256,0
weather xiamen,0%,20,0,0
weather xian china,0%,0,0,0
weather xbmc,0%,0,0,0
weather xc,0%,0,0,0
weather xishuangbanna,0%,0,0,0
weather xibo,0%,0,0,0
weather. channel,0%,0,0,0
weather+y,0%,0,0,0
weather+yahoo,0%,0,0,0
weather+york,0%,0,0,0
weather yellowstone,0%,30,0.12366380213792,34928
weather yosemite,0%,40,0.067659173738236,4763652
weather yr.no,0%,20,0.0052173913043478,0
weather yorkshire,0%,0,0,0
weather yahoo api,0%,0,0,0
weather york pa,0%,0,0,0
weather yahoo code,0%,0,0,0
weather yr,0%,0,0,0
weather+z,0%,0,0,0
weather zurich,0%,590,0.0047151362437459,27998
weather zug,0%,20,0,0
weather zermatt,0%,50,0.022276334776335,0
weather zagreb,0%,0,0,0
weather zurich 10 day forecast,0%,10,0,0
weather zurich switzerland,0%,40,0.013917644352427,0
weather zadar,0%,70,0.041035455772298,0
weather zip code,0%,20,0.0091856060606061,0
weather zanzibar,0%,20,0.081162587412587,23356
weatherzone,0%,0,0,0
weather+1,0%,0,0,0
weather 10 day forecast,0%,0,0,0
weather 14 day forecast,0%,0,0,0
weather 15 day forecast,0%,0,0,0
weather 10 day boston,0%,0,0,0
weather 14 day forecast sydney,0%,0,0,0
weather 14 day forecast london,0%,0,0,0
weather 10 day forecast chicago,0%,0,0,0
weather 19 whnt,0%,0,0,0
weather 11 kare,0%,0,0,0
weather 13 fox,0%,0,0,0
weather+2,0%,0,0,0
weather 2 umbrella,0%,0,0,0
weather 24,0%,0,0,0
weather 2 umbrella beograd,0%,0,0,0
weather 2,0%,0,0,0
weather 24 cape town,0%,0,0,0
weather 24 durban,0%,0,0,0
weather 2 week forecast,0%,0,0,0
weather 20 day forecast,0%,0,0,0
weather 2012 almanac,0%,0,0,0
weather 28 day forecast melbourne,0%,0,0,0
weather+3,0%,0,0,0
weather365,0%,260,0.0019888165100594,0
weather 33139,0%,0,0,0
weather 30 day,0%,0,0,0
weather 30 day forecast,0%,0,0,0
weather 30144,0%,0,0,0
weather 35242,0%,0,0,0
weather 3000,0%,0,0,0
weather 33 40,0%,0,0,0
weather 30 day outlook,0%,0,0,0
weather 3 wave,0%,0,0,0
weather+4,0%,0,0,0
weather 41 action news,0%,0,0,0
weather 4d,0%,10,0.020454545454545,0
weather 4 all,0%,0,0,0
weather 46032,0%,0,0,0
weather 47906,0%,0,0,0
weather 49855,0%,0,0,0
weather 45069,0%,0,0,0
weather 43701,0%,0,0,0
weather 45140,0%,0,0,0
weather 44060,0%,0,0,0
weather+5,0%,0,0,0
weather 5 day forecast,0%,0,0,0
weather 5 nbc,0%,0,0,0
weather 5 day forecast bbc,0%,0,0,0
weather 5 day forecast edinburgh,0%,0,0,0
weather 5 day forecast manchester,0%,0,0,0
5 day weather forecast,0%,0,0,0
weather 5 day forecast birmingham,0%,0,0,0
weather 5 fox,0%,0,0,0
weather 5 day forecast uk,0%,0,0,0
weather 5 day uk,0%,0,0,0
weather+6,0%,0,0,0
weather+60120,0%,0,0,0
weather+66213,0%,0,0,0
weather 60657,0%,0,0,0
weather 680,0%,0,0,0
weather 60045,0%,0,0,0
weather 60625,0%,0,0,0
weather 60187,0%,0,0,0
weather 65203,0%,0,0,0
weather 60640,0%,0,0,0
weather 60613,0%,0,0,0
weather+7,0%,0,0,0
weather 7 days london,0%,0,0,0
weather 7 day,0%,0,0,0
weather 7 day forecast johannesburg,0%,0,0,0
weather 7 days,0%,0,0,0
weather 7 day forecast durban,0%,0,0,0
weather 7 day forecast melbourne,0%,0,0,0
weather 7 day forecast sydney,0%,0,0,0
weather 7 day forecast london,0%,0,0,0
weather 7 day forecast cape town,0%,0,0,0
weather 7 channel,0%,0,0,0
weather+8,0%,0,0,0
weather 8,0%,0,0,0
weather 80112,0%,0,0,0
weather 80016,0%,0,0,0
weather 80015,0%,0,0,0
weather 80525,0%,0,0,0
weather 80027,0%,0,0,0
weather 8 news,0%,0,0,0
weather 81 interstate,0%,0,0,0
weather 88310,0%,0,0,0
weather 80302,0%,0,0,0
weather+9,0%,0,0,0
weather 92109,0%,0,0,0
weather 90024,0%,0,0,0
weather 9,0%,0,0,0
weather 90049,0%,0,0,0
weather 92130,0%,0,0,0
weather 92128,0%,0,0,0
weather 97229,0%,0,0,0
weather 92129,0%,0,0,0
weather 9 news forecast,0%,0,0,0
weather 9 klystron,0%,0,0,0
